onset	duration	character	arousal	valence_positive	valence_negative	c_audio	c_context	c_face	c_gesture	c_narrator	c_verbal	d_other	d_self	e_admiration	e_anger/rage	e_contempt	e_disappointment	e_fear	e_fears_confirmed	e_gloating	e_gratification	e_gratitude	e_happiness	e_happy-for	e_hate	e_hope	e_love	e_pity/compassion	e_pride	e_relief	e_remorse	e_resent	e_sadness	e_satisfaction	e_shame
1758	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1760	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1762	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1764	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1766	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1768	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1770	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1772	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1774	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1776	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1778	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1780	7.0	BUBBA	-0.777777777778	0.777777777778	0.0	0.111111111111	0.222222222222	0.444444444444	0.111111111111	0.0	0.777777777778	0.222222222222	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0
1782	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1784	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1786	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1788	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1790	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1792	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1794	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1796	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1798	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1800	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1802	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1804	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1806	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1808	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1810	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1812	11.0	MAN	0.444444444444	0.777777777778	0.111111111111	0.0	0.0	0.222222222222	0.333333333333	0.0	0.888888888889	0.777777777778	0.111111111111	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1814	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1816	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1818	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1820	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1822	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1824	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1826	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1828	5.0	MAN	0.555555555556	0.222222222222	0.333333333333	0.0	0.0	0.333333333333	0.222222222222	0.0	0.555555555556	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0
1830	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1832	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1834	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1836	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1838	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1840	5.0	MAN	0.333333333333	1.0	0.0	0.0	0.111111111111	0.555555555556	0.222222222222	0.0	0.888888888889	1.0	0.0	0.444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.222222222222	0.0
1842	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1844	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1846	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1848	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1850	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1852	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1854	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1856	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1858	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1860	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1862	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1864	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1866	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1868	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1870	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1872	4.0	BUBBA	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.555555555556	0.0	0.0	0.111111111111	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0
1874	4.0	BUBBA	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.555555555556	0.0	0.0	0.111111111111	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0
1876	4.0	BUBBA	-0.555555555556	0.0	0.555555555556	0.0	0.0	0.555555555556	0.0	0.0	0.111111111111	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555555555556	0.0	0.0
1878	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1880	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1882	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1884	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1886	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1888	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1890	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1892	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1894	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1896	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1898	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1900	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1902	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1904	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1906	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1908	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1910	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1912	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1914	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1916	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1918	10.0	FORREST	-0.777777777778	0.0	0.777777777778	0.0	0.333333333333	0.777777777778	0.0	0.0	0.111111111111	0.111111111111	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.0
1920	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1922	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
